protein_id,model,unique_id,pre_gap_filter_count,post_gap_filter_count,seen_count,not_seen_count,file_path,S3
NP_001002006.1,EVE,NP_001002006.1_EVE_snv_gf_2663,4989,2471,221,2250,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001002006.1_EVE_snv_gf_2663.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001002006.1_EVE_snv_gf_2663.csv
NP_001092909.1,EVE,NP_001092909.1_EVE_snv_gf_2675,8207,7440,720,6720,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001092909.1_EVE_snv_gf_2675.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001092909.1_EVE_snv_gf_2675.csv
NP_056503.1,EVE,NP_056503.1_EVE_snv_gf_2682,8356,7107,660,6447,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056503.1_EVE_snv_gf_2682.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056503.1_EVE_snv_gf_2682.csv
NP_689988.1,EVE,NP_689988.1_EVE_snv_gf_2684,6607,6141,442,5699,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689988.1_EVE_snv_gf_2684.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689988.1_EVE_snv_gf_2684.csv
NP_002930.2,EVE,NP_002930.2_EVE_snv_gf_2692,3829,1952,170,1782,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002930.2_EVE_snv_gf_2692.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002930.2_EVE_snv_gf_2692.csv
NP_001192.4,EVE,NP_001192.4_EVE_snv_gf_2694,3826,2131,174,1957,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001192.4_EVE_snv_gf_2694.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001192.4_EVE_snv_gf_2694.csv
NP_003692.1,EVE,NP_003692.1_EVE_snv_gf_2696,2544,1762,105,1657,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003692.1_EVE_snv_gf_2696.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003692.1_EVE_snv_gf_2696.csv
NP_003982.1,EVE,NP_003982.1_EVE_snv_gf_2700,3493,2382,150,2232,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003982.1_EVE_snv_gf_2700.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003982.1_EVE_snv_gf_2700.csv
NP_001166184.1,EVE,NP_001166184.1_EVE_snv_gf_2720,17499,16294,1257,15037,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001166184.1_EVE_snv_gf_2720.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001166184.1_EVE_snv_gf_2720.csv
NP_680475.1,EVE,NP_680475.1_EVE_snv_gf_2722,1086,878,89,789,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_680475.1_EVE_snv_gf_2722.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_680475.1_EVE_snv_gf_2722.csv
NP_001106882.1,EVE,NP_001106882.1_EVE_snv_gf_2729,4536,4066,352,3714,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001106882.1_EVE_snv_gf_2729.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001106882.1_EVE_snv_gf_2729.csv
NP_620154.2,EVE,NP_620154.2_EVE_snv_gf_2741,4161,3618,204,3414,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620154.2_EVE_snv_gf_2741.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620154.2_EVE_snv_gf_2741.csv
NP_009109.3,EVE,NP_009109.3_EVE_snv_gf_2743,2741,1829,105,1724,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009109.3_EVE_snv_gf_2743.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009109.3_EVE_snv_gf_2743.csv
NP_005714.2,EVE,NP_005714.2_EVE_snv_gf_2747,2058,1696,74,1622,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005714.2_EVE_snv_gf_2747.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005714.2_EVE_snv_gf_2747.csv
NP_001013011.2,EVE,NP_001013011.2_EVE_snv_gf_2749,1893,1610,135,1475,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001013011.2_EVE_snv_gf_2749.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001013011.2_EVE_snv_gf_2749.csv
NP_001158233.1,EVE,NP_001158233.1_EVE_snv_gf_2751,3054,2311,180,2131,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001158233.1_EVE_snv_gf_2751.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001158233.1_EVE_snv_gf_2751.csv
NP_000240.1,EVE,NP_000240.1_EVE_snv_gf_2753,6088,3240,270,2970,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000240.1_EVE_snv_gf_2753.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000240.1_EVE_snv_gf_2753.csv
NP_036530.1,EVE,NP_036530.1_EVE_snv_gf_2755,5345,3117,205,2912,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036530.1_EVE_snv_gf_2755.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036530.1_EVE_snv_gf_2755.csv
NP_002056.2,EVE,NP_002056.2_EVE_snv_gf_2757,2898,2583,169,2414,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002056.2_EVE_snv_gf_2757.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002056.2_EVE_snv_gf_2757.csv
NP_612200.1,EVE,NP_612200.1_EVE_snv_gf_2765,2693,2283,208,2075,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612200.1_EVE_snv_gf_2765.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_612200.1_EVE_snv_gf_2765.csv
NP_001304919.1,EVE,NP_001304919.1_EVE_snv_gf_2770,4573,3803,242,3561,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001304919.1_EVE_snv_gf_2770.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001304919.1_EVE_snv_gf_2770.csv
NP_004137.2,EVE,NP_004137.2_EVE_snv_gf_2772,1068,598,73,525,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004137.2_EVE_snv_gf_2772.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004137.2_EVE_snv_gf_2772.csv
NP_001284689.1,EVE,NP_001284689.1_EVE_snv_gf_2776,3106,2450,173,2277,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001284689.1_EVE_snv_gf_2776.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001284689.1_EVE_snv_gf_2776.csv
NP_079017.1,EVE,NP_079017.1_EVE_snv_gf_2792,5769,4725,427,4298,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079017.1_EVE_snv_gf_2792.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079017.1_EVE_snv_gf_2792.csv
NP_821077.1,EVE,NP_821077.1_EVE_snv_gf_2794,9714,3895,211,3684,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_821077.1_EVE_snv_gf_2794.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_821077.1_EVE_snv_gf_2794.csv
NP_001048.2,EVE,NP_001048.2_EVE_snv_gf_2798,3127,2269,208,2061,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001048.2_EVE_snv_gf_2798.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001048.2_EVE_snv_gf_2798.csv
NP_057326.2,EVE,NP_057326.2_EVE_snv_gf_2809,2170,1876,145,1731,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057326.2_EVE_snv_gf_2809.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057326.2_EVE_snv_gf_2809.csv
NP_001185903.2,EVE,NP_001185903.2_EVE_snv_gf_2816,2962,1541,85,1456,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001185903.2_EVE_snv_gf_2816.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001185903.2_EVE_snv_gf_2816.csv
NP_624358.2,EVE,NP_624358.2_EVE_snv_gf_2820,13952,12081,885,11196,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_624358.2_EVE_snv_gf_2820.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_624358.2_EVE_snv_gf_2820.csv
NP_079411.2,EVE,NP_079411.2_EVE_snv_gf_2822,11732,6753,533,6220,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079411.2_EVE_snv_gf_2822.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079411.2_EVE_snv_gf_2822.csv
NP_055136.1,EVE,NP_055136.1_EVE_snv_gf_2836,2025,1948,175,1773,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055136.1_EVE_snv_gf_2836.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055136.1_EVE_snv_gf_2836.csv
NP_005560.1,EVE,NP_005560.1_EVE_snv_gf_2838,5098,4583,340,4243,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005560.1_EVE_snv_gf_2838.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005560.1_EVE_snv_gf_2838.csv
NP_722549.2,EVE,NP_722549.2_EVE_snv_gf_2840,10649,6706,561,6145,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_722549.2_EVE_snv_gf_2840.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_722549.2_EVE_snv_gf_2840.csv
NP_001035037.1,EVE,NP_001035037.1_EVE_snv_gf_2842,9268,2591,198,2393,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035037.1_EVE_snv_gf_2842.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035037.1_EVE_snv_gf_2842.csv
NP_056517.1,EVE,NP_056517.1_EVE_snv_gf_2846,2327,1921,153,1768,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056517.1_EVE_snv_gf_2846.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056517.1_EVE_snv_gf_2846.csv
NP_851321.2,EVE,NP_851321.2_EVE_snv_gf_2852,3378,3119,296,2823,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_851321.2_EVE_snv_gf_2852.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_851321.2_EVE_snv_gf_2852.csv
NP_006047.3,EVE,NP_006047.3_EVE_snv_gf_2854,3491,2401,231,2170,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006047.3_EVE_snv_gf_2854.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006047.3_EVE_snv_gf_2854.csv
NP_976240.1,EVE,NP_976240.1_EVE_snv_gf_2866,5432,4876,348,4528,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_976240.1_EVE_snv_gf_2866.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_976240.1_EVE_snv_gf_2866.csv
NP_689967.2,EVE,NP_689967.2_EVE_snv_gf_2871,6175,3965,287,3678,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689967.2_EVE_snv_gf_2871.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689967.2_EVE_snv_gf_2871.csv
NP_036292.2,EVE,NP_036292.2_EVE_snv_gf_2875,4999,4441,294,4147,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036292.2_EVE_snv_gf_2875.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036292.2_EVE_snv_gf_2875.csv
NP_001278933.1,EVE,NP_001278933.1_EVE_snv_gf_2879,2589,2465,187,2278,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001278933.1_EVE_snv_gf_2879.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001278933.1_EVE_snv_gf_2879.csv
NP_078805.3,EVE,NP_078805.3_EVE_snv_gf_2886,4235,4057,173,3884,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078805.3_EVE_snv_gf_2886.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078805.3_EVE_snv_gf_2886.csv
NP_079097.1,EVE,NP_079097.1_EVE_snv_gf_2888,1840,1527,120,1407,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079097.1_EVE_snv_gf_2888.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079097.1_EVE_snv_gf_2888.csv
NP_003206.2,EVE,NP_003206.2_EVE_snv_gf_2890,4924,2949,198,2751,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003206.2_EVE_snv_gf_2890.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003206.2_EVE_snv_gf_2890.csv
NP_443196.2,EVE,NP_443196.2_EVE_snv_gf_2901,3426,2699,249,2450,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443196.2_EVE_snv_gf_2901.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443196.2_EVE_snv_gf_2901.csv
NP_000317.1,EVE,NP_000317.1_EVE_snv_gf_2903,2458,1951,190,1761,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000317.1_EVE_snv_gf_2903.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000317.1_EVE_snv_gf_2903.csv
NP_001460.1,EVE,NP_001460.1_EVE_snv_gf_2905,4847,4685,241,4444,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001460.1_EVE_snv_gf_2905.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001460.1_EVE_snv_gf_2905.csv
NP_005327.1,EVE,NP_005327.1_EVE_snv_gf_2907,10030,8219,509,7710,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005327.1_EVE_snv_gf_2907.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005327.1_EVE_snv_gf_2907.csv
NP_001116293.1,EVE,NP_001116293.1_EVE_snv_gf_2909,2188,1638,60,1578,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001116293.1_EVE_snv_gf_2909.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001116293.1_EVE_snv_gf_2909.csv
NP_057297.2,EVE,NP_057297.2_EVE_snv_gf_2917,4609,3284,234,3050,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057297.2_EVE_snv_gf_2917.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057297.2_EVE_snv_gf_2917.csv
NP_055994.2,EVE,NP_055994.2_EVE_snv_gf_2921,10461,8808,714,8094,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055994.2_EVE_snv_gf_2921.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055994.2_EVE_snv_gf_2921.csv
NP_110400.1,EVE,NP_110400.1_EVE_snv_gf_2924,3544,3273,314,2959,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_110400.1_EVE_snv_gf_2924.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_110400.1_EVE_snv_gf_2924.csv
NP_060004.3,EVE,NP_060004.3_EVE_snv_gf_2926,15070,14798,1023,13775,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060004.3_EVE_snv_gf_2926.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060004.3_EVE_snv_gf_2926.csv
NP_001034437.1,EVE,NP_001034437.1_EVE_snv_gf_2929,3833,2572,175,2397,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001034437.1_EVE_snv_gf_2929.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001034437.1_EVE_snv_gf_2929.csv
NP_060454.3,EVE,NP_060454.3_EVE_snv_gf_2931,5136,3532,234,3298,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060454.3_EVE_snv_gf_2931.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060454.3_EVE_snv_gf_2931.csv
NP_003592.3,EVE,NP_003592.3_EVE_snv_gf_2937,8284,5466,153,5313,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003592.3_EVE_snv_gf_2937.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003592.3_EVE_snv_gf_2937.csv
NP_116175.1,EVE,NP_116175.1_EVE_snv_gf_2943,3458,2348,147,2201,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_116175.1_EVE_snv_gf_2943.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_116175.1_EVE_snv_gf_2943.csv
NP_004382.2,EVE,NP_004382.2_EVE_snv_gf_2945,3983,3809,303,3506,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004382.2_EVE_snv_gf_2945.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004382.2_EVE_snv_gf_2945.csv
NP_001009881.1,EVE,NP_001009881.1_EVE_snv_gf_2963,13090,8353,460,7893,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001009881.1_EVE_snv_gf_2963.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001009881.1_EVE_snv_gf_2963.csv
NP_001304879.1,EVE,NP_001304879.1_EVE_snv_gf_2966,11700,10355,892,9463,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001304879.1_EVE_snv_gf_2966.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001304879.1_EVE_snv_gf_2966.csv
NP_005426.2,EVE,NP_005426.2_EVE_snv_gf_2979,12993,7307,222,7085,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005426.2_EVE_snv_gf_2979.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005426.2_EVE_snv_gf_2979.csv
NP_006500.2,EVE,NP_006500.2_EVE_snv_gf_2981,4698,2492,171,2321,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006500.2_EVE_snv_gf_2981.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006500.2_EVE_snv_gf_2981.csv
NP_001005271.2,EVE,NP_001005271.2_EVE_snv_gf_2985,16100,13879,684,13195,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001005271.2_EVE_snv_gf_2985.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001005271.2_EVE_snv_gf_2985.csv
NP_036412.1,EVE,NP_036412.1_EVE_snv_gf_2987,2609,1553,56,1497,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036412.1_EVE_snv_gf_2987.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036412.1_EVE_snv_gf_2987.csv
NP_065095.2,EVE,NP_065095.2_EVE_snv_gf_2989,1694,1321,86,1235,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065095.2_EVE_snv_gf_2989.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065095.2_EVE_snv_gf_2989.csv
NP_001164672.1,EVE,NP_001164672.1_EVE_snv_gf_2994,4577,2845,184,2661,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001164672.1_EVE_snv_gf_2994.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001164672.1_EVE_snv_gf_2994.csv
NP_065913.1,EVE,NP_065913.1_EVE_snv_gf_3000,6341,4625,330,4295,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065913.1_EVE_snv_gf_3000.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065913.1_EVE_snv_gf_3000.csv
NP_072045.1,EVE,NP_072045.1_EVE_snv_gf_3004,1250,970,40,930,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_072045.1_EVE_snv_gf_3004.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_072045.1_EVE_snv_gf_3004.csv
NP_004377.2,EVE,NP_004377.2_EVE_snv_gf_3010,10486,9769,757,9012,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004377.2_EVE_snv_gf_3010.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004377.2_EVE_snv_gf_3010.csv
NP_004965.1,EVE,NP_004965.1_EVE_snv_gf_3020,3955,3047,106,2941,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004965.1_EVE_snv_gf_3020.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004965.1_EVE_snv_gf_3020.csv
